texto,opinion
@USAirways I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short,0
"""@united flt 912. Capt Herman is amazing! Came out before flight to play """"ask the captain anything."""" Wonderful ambassador to the airline!!""",1
@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.,0
â@JetBlue: Our fleet's on fleek. http://t.co/tLGoihqkvSâ ð make it stop.,0
Easy to attach. Easy to adjust. Very Solid and secure. Used on a clients 29&#34; LED with built in DVD.,1
@JetBlue why did I pay for extra space to be forced to put my backpack under my seat? Its my only bag. Flight 135. Unprofessional.,0
@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet,0
"""@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said",0
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,1
yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,0
@NBCNewYork encourages this marxist BS that @NYPDCommAffairs =ISIS. @Apple gave order 2 not arrest marxist dupes trespass? #PantsUpDontLoot,0
@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.,0
"This hotel was wonderful. The views were amazing and everyone was so nice. We even had one of the maintenance men stop traffic to let us out of the parking lot (Gatlinburg traffic is not fun). This hotel was a great location to everything. The strip was within walking distance. We didn't have to drive in Gatlinburg, only to Pigeon... More",1
"""Took Repatha on advice of my Doctor since I had very bad reactions to all the statins. After injection 3 I blew up like a balloon so badly I could not wear any of my clothes, I was very ichy, had huge red blotches all over my body, did a lot of throwing up, eyes swollen shut. Still suffering after 2 months off Repatha. Do Not Take It.""",0
"""@JetBlue im in a session presented by one of your beloved travelers",1
"""A lot of negative reviews here.  I find Delsym to be very effective treating my cough.  No symptoms of diarrhea at all.  Of course I don&#039;t take it on an empty stomach.  Anyway, pretty good stuff in my opinion.""",1
"""I DID NOT have a good experience with this medication. I was taking vicodin for chronic low back pain from an injury 4 months ago. I wanted to try something different to see if I could have less side effects than Vicodin. I waited for a weekend when I knew I&#039;d be staying at home and I&#039;m glad I did. I took 50 mg at 1pm and it did not help with the pain at all, so I took a 2nd (as advised  by my doctor) at 4pm. I felt tired when I sat down, but energized if I kept moving around. It definitely suppressed my appetite for the rest of the day, which that part is fine. By the end of all of it, I was itching like crazy, felt very tired, and the pain had not been managed at all. I&#039;ll stick with Vicodin for now. """,0
"""Have had MDD for almost 10 years. Lost my job, income, and basically trudging through life. Have taken Lamictal 300mg for years, and Dr. has tried combining with almost every antidepressant out there. Abilify worked great for about a month, my house was clean, lawn decent, and things sorted and organized. Then back to the usual. House a mess, repairs not done, bills not paid. Just wanted to sleep my life away. Started Fetzima at 20mg for 2 days, then have been on 40mg for almost 2 weeks. Feeling energetic and ready to be productive again! Only side effect so far is frequent urination. Please keep your fingers crossed for me!""",1
@CasualLavish Thanks so much! It was very popular last summer and people really wanted to have it back in stock ,1
@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie ð,1
#Apple Inc. To Have An 'Explosive' Quarter: JMP Analyst #aapl http://t.co/mqDNEmhHuQ,1
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,0
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",1
"The carpet was filthy,tub didn't drain,area around the breeze ways is very trashy, they give you 2 towels for 2 beds and refuse to give more no matter how long you are there, refuse to refund monies if you want to go to different hotel, the swimming pool looks like a cess pool. Walls were nasty, I just really can't... More",0
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,0
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",0
Can @Apple sTOP making their OS installations so damn bloody difficult STOP ASKING ME TO CLEAR SPACE FROM MY HARD DISK,0
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",0
The dividends payable annually shall be deducted from the share subscription price .,0
@BobHernandez awwwww  everyone goes to all the rest of the shows  oh well.. Tellim I say hi.,0
"""Donnatal is so expensive. 
Go to donnatal website. 
There is a link to click on drug assist. I called. They sent me a prescription for free. Also my doctor had a coupon. I only had to pay $15 for 90 pills""",1
@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,1
"""I must add this review since this is a great product at a ridiculously low price.I needed a CD/DVD player to install programs to my new netbook. Installation was easy; just pluged in the two usb cables and it worked immediately.I upload Microsoft Professional Office 2007 quickly and easily.  It does play movies",1
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",0
"""Miracle medicine. I had horrible cystic acne about ten years ago and Accutane is the only medicine that worked-and I had tried everything. I was so depressed, no self esteem, avoided people, mirrors. The most depressing thing in life is not feeling able to participate. I just wanted to hide. Also, the acne was very painful. There was no concealing this type of acne with makeup. Anyways, Accutane cleared it up COMPLETELY. The side effects were minimal-dry lips. Even if I have health issues in the future, which I&#039;m sure I won&#039;t, I will never regret taking Accutane.""",1
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",0
I was not impressed with this motel when I stayed there - the breakfast was very mediocre and the toilet didn't want to flush. But it was afterward that I was really appalled by the poor customer service. I know it is my responsibility to keep track of my belongings but sometimes something gets left behind. I left a pair... More,0
"""For over a year I experimented with many different medicines for my Bipolar Depression without success until I started Latuda 3 months ago. I started at 20mgs, and am now at 80mgs and will be staying at this dosage. My depression has lifted, it has helped tremendously with my cognition (my brain &#039;fog), and I am an active participant in my own life now. As long as I take it at night with a meal or snack, I don&#039;t experience any side effects. If you take on an empty stomach, it makes you nauseous. The maker of Latuda has a patient assistance program as well. Overall, it has been a miracle for me!""",1
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",0
"""I am 23 years old and have suffered from stomach issues and constipation most of my life. In the past several years, I have struggled with IBS-C and have really bad constipation during my flares. I have tried just about everything to relieve my constipation specifically prunes,  miralax, Metamucil, extra fruits/veggies, and lots of water. Nothing seemed to help and I was getting frustrated! Finally I was at the store buying some Gas-X, when I came across Milk of Magnesia and called my mom to see what she thought. I ended up buying it and took the 2 tablespoon dose at night with an 8oz glass of water and went to bed. I did feel the gas and my stomach rumbled all night but no action until I got up and ate. It definitely cleared me out!!""",1
@SouthwestAir listening center is open seating just like on their planes. #RaganDisney,1
@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,1
@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,1
@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire,0
@AmericanAir Thank you!!!! I will be there to pick her up on time.,1
@AmericanAir does not know the meaning of customer service. Nightmare. Paid for direct flight. Bumped to Dallas. Flight Cancelled Flighted. Terrible,0
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",0
"""After a year of taking this, I have trouble speaking at all, severe sedation and constant irritability.  Also a dangerous lack of care about my personal affairs and suicidal ideation.  I&#039;m called &#039;stable&#039;, when really I&#039;m frozen in depression.  I will never trust a psychiatrist again.""",0
@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.,1
"""I was looking at expensive tablets that were more like mini notebook computers. I already have a high end notebook. I wanted something that was very portable and not combersome to take on trips",1
"""Bought this since it said it was specifically formatted for the Galaxy S4",0
"""Easey to put together and install. Used to mount a 37"""" LED flat screen. Instuction say to mount the complete unit but if you mount the TV to the back plate on the ground first its a one person job. Well built product for being made in China.wish you could buy American made",1
@_Janell_ LOL.... I know you so well...  you can't blame me for trying,1
"""I&#039;m 59 years old. What a great experience. I had an umbilical hernia repaired and surgery lasted about 1 hour. I tried to catch myself going under but it was like turning off a light switch, that fast. The only problem I had was I went  #2 on the recovery gurney. The nurse said that was not unusual but It was still embarrassing. Absolutely no other side effects. I had Propofol  two other times and never had a loss of bowel control. Anesthesia has come a long way and I wouldn&#039;t hesitate to ask for this in the future.""",1
@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,0
Construction is expected to be completed in the summer of 2011 .,0
@USAirways Plus a US Airways - you need to do something about this! I left Philly to thaw out!!!! http://t.co/pKy7ZhnNRH,0
@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse,1
"""Started with an SSRI for anxiety and it just didn&#039;t work. Finally got prescribed this benzo Klonopin and it&#039;s perfect! I take 0.5mg, but when I take it, my anxiety goes away. I feel like I can do anything, with a clear mind of course. I don&#039;t have to hide away anymore. I thought this drug might make me &quot;stoned&quot; or something, but really all I experience is, after about 15 min, a general clear-minded sense of well-being and it works for a while. Good stuff.""",1
how @aphrodite77 &amp; i solve problems...dancefighting  http://bit.ly/13Ul4l,1
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",1
"""@JetBlue if you can get us on a flight to Vieques all will be good. Right now",0
"""I&#039;ve been taking Morphine in the pill and liquid form for about 4 years. Prior to that everything else in the painkiller family. I suffer from severe migraines about 3 times a week average. I&#039;m getting deployed overseas and the military will not let me take this while I&#039;m overseas. I asked my doctor to give me a medication that will help with the withdrawal feelings that I&#039;ve gone through for the last 6 years every month. I found that this medication helped really well. I didn&#039;t really have any side effects except nightmares but for me I haven&#039;t had a dream in the last 6 years cause of the morphine and others so any dream is better then none. Thanks.""",1
"""I have never felt so depressed as I am now while on this birth control. I am usually a very happy person, but these pills have turned me into an emotional, moody, and easily agitated woman. I have been on it for 5 months and decided to stop it today. In addition to my uncontrollable emotions, this pill has caused severe migraines to the point of vomiting, increase in acne, sleep deprivation, and lack of motivation. My periods are still heavy and I do still experience the same amount of cramping I did when I was not on any birth control. My periods are also still not regulated; some months I have skipped it completely. I am hoping that these side effects don&#039;t last after discontinuing the pill, as I&#039;ve read on many other reviews.""",0
@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???,0
@Jetblue Delay = Perfect time to learn Swift programming with @TeamTreehouse,0
@united it was credit from my last trip that never came in the mail!,0
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",0
"It was overbearingly awful. The humidity and the foul mold odor was over our heads. Thank God we only stayed one night, but seriously this hotel either needs a demolition or remodeling.",0
Just did my first transaction with @Apple Pay using my @Chase card. Very neat.,1
"Xerox and Stora Enso have teamed up to tailor the iGen3 to the short-run , on-demand packaging market .",1
"""Had this for sevral months now and I love it. I love the touch screen which lets me see the covers of books in COLOR!VERY easy to set up account with B&N; using my nook. It serches for wi-fi and is very easy.Anytime I have had any problem",1
"""My NP put me on a regime of Flagyl 500mg twice a day for 7 days for urinary symptoms I was having although my cultures were negative. I followed the regime for 5 days before finally stopping. My side effects were severe and had me ready to go to the ER. Stomach and pelvic cramping, continual discharge, complete loss of appetite, extreme nausea when attempting to force myself to eat solid food and general nausea when not eating. I felt extremely fatigued, emotional and anxious. I was on the verge of several full blown panic attacks at work. 
I&#039;m not sure if my symptoms are taken care of by Flagyl because the side effects are so much worse. Day 2 off of the drug and having the most severe side effects yet.""",0
"Nordstjernan will make the offer in approximately one month , in September 2007 .",0
This is a cable.  It allows power to be transfered from and outside source to my Nexus 7.  It functions exactly as advertised.,1
"""This did not work at all. Not only did it not touch my severe menstrual cramps, but I experienced side effects from the drug - muscle weakness in my legs. My obgyn and I tried everything. Now, I take meloxicam every 24 hrs for first 1-3 days of period and take 2.5mg - 5mg hydrocodone acetaminophen on day 2 and 3 for breakthrough pain. It works very well.""",0
i can't eat more than 13 cookies &gt;.&lt;just too much! i am gonna kersplode into little tiny Caulin's  they're gonna be screaming &quot;cookies!&quot;c:,1
"OK, I finally decided to buy this BIG 'iPad' to phone... #iPhone6 grey by @apple. Normally more excited. http://t.co/gAWgKDJUuf #smartphone",1
"""My blood sugars were doing good at first but now being my second month they are higher than they ever have been. Not sure what is going on and am having some on and off abdominal pain. Such a bummer I want it to work so I don&#039;t have to inject every time I eat. I have mody 2 diabetes so it is different than type one or two.""",0
"""I took Vesicare for several months. It seemed to help some, but my vision was getting blurry, which got worse each month. Scary! I finally stopped it. My vision cleared up. Over the years I&#039;ve tried: Detrol LA (rubbish), Ditropan XL (not effective), Vesicare (blurry vision), Enablex (worked for a while but still not enough control), and now I am on Toviaz 8mg. So far Toviaz is the most effective of those. It really cuts down on frequency. I only get up once in the night and can go 3-4 hrs without urinating (daytime). The incontinence is much better. My problem is my brain sees the toilet and doesn&#039;t want hold off until I can get my belt and jeans down, and my ass on the throne. My insurance won&#039;t cover it now so will switch again.""",0
@SouthwestAir pleasantly surprised to be boarding my flight on time this morning at @Fly_Nashville. Good job!,1
"""Prescribed 500 mg for pain in right shoulder and collar bone. Pain was about a 6 out of 10. Had no effect at all.  Regular ice and rest was the more effective than this drug.""",0
"""I am 19 years old and for a few years I had little dormant white bumps all along my jaw and cheeks. I could rarely pop them; they would just stay there! I have always been religious with my skin care. I have a clarisonic and have tried salycilic based treatments, facials, face masks and glycolic acid as well. Glycol acid is wonderful but it can only do so much.

I was fed up with this tiny zits on my face and told my doctor about them. She prescribed me this medication. I began using a gentler face wash to let this guy work away... and boy did it! The first two weeks of treatment made my skin feel very dull and dry; it felt like my top lift was peeling off! However, after a month I felt so confident. My skin was soft and SO clear- no zits!""",1
"""Synthroid was horrible.  I had severe fatigue, hair loss, dry skin, constipation, weight gain, high blood pressure, and high cholesterol while taking it.""",0
"""Do not use this if you suffer from anxiety. This made mine way worse, I&#039;ve been suffering anxiety, depression, and bad mood swings since taking this. I have had two periods each month with bad cramping.""",0
Be afraid be VERY afraid.I'd rather sleep on the ground then thisresort.Upon ariving two young boys came to the unit to collect a 45 cleaning fee.They brought a vacaum cleaner with them to do the floor around me as I signed the paperwork. There were dirty cups in the sink which my wife washed.There were crackers on the floor behind... More,0
"""I was prescribed this pill for edema. I took it sporadically, maybe once a week. Then increased to twice a week. I noticed I began having panic attack symptoms. They would come out of nowhere. Inability to breathe normally, gasping for air. I kept thinking they were random panic attacks of which I&#039;d never had in the past. Last night I took a pill at 8 p.m. within an hour, i woke myself up from dozing off in my recliner. I couldn&#039;t breathe again. This time it was accompanied with almost a wheezing feeling in my chest. I couldn&#039;t walk without gasping for air. I took 2 Benadryl waited 20 min, took another &amp; all the symptoms vanished. I feel like my A- blood type has made me super sensitive to meds. Ugh.""",0
@united airlines abuse your expensive video equipment and overcharge you for the privilege http://t.co/SdyLuKR7pt via @robthecameraman,0
Performance in the second half of 2009 exceeded expectations .,1
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,1
"How Apple  Is Crushing Google  On Mobile Shopping  $AAPL #aapl
http://t.co/TjI0eSeSTo",1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",1
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",1
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",1
@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?,0
"""I have used this drug for over 15 years. I have asthma triggered by inhalants and the original version has totally controlled my symptoms. I used the generic when it came out because of cost. I started having mild asthma symptoms within a few days. When my local Target switched to another generic I developed hypersensitivity pneumonitis which was diagnosed after over $20,000 in lab work and a bronchoscopy. Back on original singulair..and no problem again. It really controls my asthma and allergic reactions.""",1
"""So 2 months ago I was diagnosed with PCOS. Which my doctor notices feom my ultrasound of my ovaries that I&#039;ve NEVER ovulated. Since then I&#039;ve had an HSG text, been on Metformin and am now to my limit of 2,000 mgs, Clomid, and was on Prometrium (progesterone) this last month. This last month my doctor also put me on a pill again to get my period. My periods have always been irregular. This morning 6/23/15 I took a pregnancy test and it was negative. My husband and I are hoping for the best next month.""",1
@AmericanAir I guess it is more BS AirportCardio given you cannot have an on time flight,0
"""I had a UTI not too long ago, and I was prescribed Macrobid. I did not have any crazy side effects. Unfortunately I get them frequently and just started a new round of Macrobid, and this time has been nothing but bad news. I am on day 5 of 7 and I have been extremely nauseous, dizzy, and tired along with sharp abdominal pain. The UTI isn&#039;t as severe anymore but I feel like it hasn&#039;t been as effective and that it&#039;s still lingering. I made sure to eat a decent meal before and drink plenty of water, I think that it&#039;s just not reacting well with my system. I am definitely stopping after today and going to the doctor to figure out a new solution.""",0
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",0
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,0
"""Severe persistent headache, for six hours after taking Sular. Increased blood pressure, within 3 days of administration. """,0
"""I have been taking this medication for 6 years now religiously every morning. I am now concerned of the long term risks. They are linking this drug and other PPI&#039;s to a higher risk of devoloping dimensia. I take 40 mg. every morning and my doctor has prescribed me 20mg. So I can start to slowly lower myself off from taking so much. I have not started the 20 mg. yet since I&#039;ve been on 40 mg. for years im afraid of how my body will react to it. Overall this medicine works better then any other medicine I have tried for my acid reflux. I don&#039;t think I will be able to live without it.""",1
Bought the cutest new bookbag...3 more years of college here I come!!! ,1
@USAirways thanks!  Can you help remind the agents it's ok?  Ps. Heard rumors of a streaming wifi TV/movie service you might be installing,1
Very highly recommended. Outstanding staff. Great location. Spacious rooms with very comfortable beds. Tastefully and creatively decorated public areas and rooms. Restaurant very good as well. Stands out as a unique and exceptional vacation experience.,1
I bought this used but I was pleasantly surprised that it was like new. I rooted it and made itA Droid pad. I'm using it right now to write this. I like it better than my ipad.,1
"""I don&#039;t know if my doctor prescribed me the wrong dosage, but I was prescribed 10mg a day 3x a day as needed. I&#039;m not going to say it did nothing for me, but it did next to nothing. Again, the dosage might have been wrong, but I was to take this in place on Klonopin and it just didn&#039;t help me with anxiety like Klonopin does. I actually switched doctors because the previous doctor I saw (in my opinion) did not know what she was doing. My current doctor said this was not the right med for me so he&#039;s stopped it and prescribed Neurontin in its place. I haven&#039;t started Neurontin yet, but I have a lot more faith in the new doctor I&#039;m seeing so fingers crossed it will help me out.""",0
@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,0
"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",0
"""I had a virus infection of the back wall of my heart. In Feb 2007, my EF was 20% and I was throwing PVC&#039;s like crazy. My cardiologist started me on Coreg (carvedilol) but could not tolerate a dose higher than 3.125mg and he also started me on Vasotec (enalapril) and, again, I could not tolerate a dose higher than 2.5mg. In fact, I take my blood pressure before every dose (2x daily) and if it is less than 130, I do not take the Vasotec. 

By June 2007, my EF was 68% and only the occasional PVC these days. 

Coreg and Vasotec continue to work very well and have saved my life!""",1
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,0
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,0
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",0
"@morrisjordan42 I would say it had a good life but fuck man, little guy was only like 3 mths old, fck u @apple and ur piece of shit chargers",0
The sellers were EOSS Innovationsmanagement and a group of private individuals .,0
@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,1
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",0
"92.50 for the smallest, dirtiest, hideous,smoke smelling room I've ever stayed in. Management is white trash and extremely rude to customers. There is no reason to ever stay in this hotel, it's garbage and should not be open to the public.",0
"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",0
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",1
@AmericanAir when should i expect a response from customer relations,0
"""I use this arm to mount my 39 inch Vizio. I'm surprised my TV has a 100x100 mount thingy. It can tilt left and right",1
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,1
@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,1
"The location is great. The room had some very nice touches Bose wave radio, the ability to open the window a bit, nice views, marble bathroom with a TV built into the mirror, good selection of snacks and drinks for purchase. The room and hotel is spotless, staff very friendly and helpful. I would highly recommend and will stay again.",1
"""Haha I shortened the lyrics of YourBiggestFan on that last update",0
The policy was also aimed at making the companies more profitable and competitive .,1
I still feel you when you sleep next to me!!!!!!!  I wish I could feel that!!!! :'(,0
@JetBlue #1408 IAD to JFK still hasn't boarded. What's today's excuse and how am I gonna get to work?,0
"""Cozaar keeps my severe hypertension in check.  I take it at night.  I&#039;m also a diabetic and a nurse.""",1
The platform would continue to be the development framework for Symbian and MeeGo .,0
"""@United Bringing your """"A"""" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY""",1
@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN,0
@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,0
@calypsominerals aww thats so sweet!  Its so nice to know that they actually care ,1
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,0
"I found bedbug on my arm and my bed!!! Immediately, I took shower and packed my stuffs. It was around 1:00:am. I drove my car to my client's parking lot and slept inside of my car until next morning.",0
@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.,1
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",1
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",1
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,1
@yo_dood june sometime.  I think towards the end.  Ill find out when for sure.  But it will be really good ,1
@USAirways is the worst. 45 minute delay in Boston. Not weather reLate Flightd. Going to miss our connecting flight. Gassing up the plane issue.,0
"""I am so pleased with my new Nook Touch. I have already purchased 4 books and am reading them all. The best part is that there are so many good books that are free ( even one OT/NT free Bible)and most others are under $10. There is also the ability to read samples of books before you buy without going out of the house because the Nook has Wi-Fi.I really like everything about it",1
"""I had the Mirena for the 5 years it was effective with absolutely no problems or side effects and then took a six month break. It worked so well I decided I wanted to have the same kind put back in. PP does not do Mirena any longer and I was told that Liletta was the same but lasted only 3 yrs. I went ahead and got Liletta put in 08/16. I absolutely hate it.  I went in to PP in Jan and was told by another doctor that it is NOT the same. It&#039;s &quot;generic&quot; which is not always the same. She said many women are having the same issues I have been. She gave me a couple of things to try and help. Incl. other medications.
My side effects:
Constant Bleeding (maybe 5 days a month free of at least spotting)
Bloating
Headaches
Depression
Horrible craving sweets and always hungry.
Breast tenderness at times to the point I could not touch my breasts even.
Enough time has been given to see if things would get better. 
My appointment to have it removed is Tue.""",0
"Lonnette and the staff at the Hampton Inn Lafayette went above and beyond!! Everything was great, friendly staff, clean rooms and facilities, easy to get to and a great breakfast. I highly recommend staying here when in the Lafayette Indiana area!!",1
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",1
"""I have been on the ring for several months now and absolutely love it. I don&#039;t like the more dramatic IUDs, but wanted something more reliable and convenient than spermicide condoms, etc. I&#039;m terrible at remembering to take the pill, so the NuvaRing has been perfect for me. It goes in easy and I can&#039;t feel it. My boyfriend has no complaints either, theres only been ONE instance where he claimed he could feel it. 

""",1
"""I am currently suffering from recurring cystitis and UTI&#039;s. This is my first experience of taking Trimethoprim and after taking the 3rd tablet I became quite unwell with flu like symptoms, fever, headache, chills, whole body aching, loss of appetite. Because of how terrible I was feeling I didn&#039;t want to continue the course for fear it was the pills causing the illness. Is that possible? Or could I just be that I am run down and immune system was low?""",0
The new units should become one of the largest ones within the company .,0
@stereophonics http://twitpic.com/5ovwh - You are keeping these coming thick and fast today!  Cheers  xx,1
"""Every time there&#039;s a virus or allergies in the air due to having asthma I usually end up catching bronchitis from it and these by far are the only thing that really helps the coughing. Not to mention I&#039;ve tried A LOT of other cough suppressants even prescriptions and these truly do help better than any I&#039;ve found! I would definitely recommend trying them!""",1
The only reason I have an iPhone is because of iMessage. @apple BRUH make a better battery,0
gosh it's anoher cloudy day  wish they would go away.. or rain..,0
Amazing customer service today @Apple. UTC store. I worked form the store for several hours on #TBJApodcast while... http://t.co/yNS6oCmO8l,1
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,1
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,1
"""@kdaly100 A mate of mine got a Garmin Forerunner and found it great. Being a cyclist",0
"In my line of work, I use meeting space in hotels often. In my 15+ years of doing this work, this is the first time I've felt the undeniable pull to go out and write a hotel review, based solely on my meeting room experience. Though I did not use a guest room here, my colleagues who did shared that... More",1
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,1
@frucci New UI concept from TAT. http://bit.ly/U4zHd  (sorry if you felt spammed ,1
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",0
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",1
@JetBlue ask @j_beatz247 but I teach marketing at a university and will gladly consult on customer service and how NOT to treat passengers.,0
"""Hello, I took this birth control for four years ( I started it 15 because I was diagnosed with PCOS). Overall, it really helped me. It cleared my acne, and gave me a predictable period. The fact that it cleared my acne was the most amazing thing for me. I went from layering on concealer to cover red, even purple zits on my face to being confident in my skin. One thing I suggest if you take this medication is to read over ALL of the side effects. A little known one is constipation. I suffered from it the entire time I took this medication. Despite that one problem, this medication worked extremely well. :). Also, at age 19 I use it in conjunction with condoms to prevent pregnancy. ( take it at the same time every day and you&#039;re golden.""",1
"""When I read the comments about Prozac I believe that most of the good ones are from people who are still on them or took them for a short period of time. The review should include the withdrawal.
I was given Prozac 14 years ago for anxiety I was not depressed. It worked well for anxiety, I tried to come off them many times and suffered what I thought was a return of anxiety but was in reality withdrawal. Since coming off completely  2 years ago I have been destroyed mentally and physically. My cognition is very poor I have serious vision problems and dizziness and agitation and  I&#039;m in constant pain. my pharmacologist and neurologist are in agreement""",0
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,1
@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,0
"""this product is absolutely not for me. I used a few times, felt faint, sleepy, after using my face was never hotter and worse. Will talk to my doctor tomorrow.""",0
